summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
aXRey,22127,18593,15312,15666,7673,3299,6035,1079,8774,1458,13430,7689,13995,7326,4534,51521,4783,26614,2543,17689,7128,17681,48805,35332,15317,2501,8710,99122,4600,33045,10273,8357,48077,3509,35642,8276,35336,14490,3568,2507,24690,2293,31026,4529,38331,20970,34231,35590,12265,36466,7441,7167,16680,26278,33660,6196,8620,21045,10165,7051,36789,40129,14384,15573,0,6621,67935,26700,39951,11470,4969,19999,48126,8173,5013,7014,18952,46319,8100,3520,2442,448,546,27479,11711,2863,1480,14265,5727,2678,7521,7781,1928,2903,10135,12061,26271,11961,42475,3907,11899,1582,22926,81392,24943,20637,2156,11649,4176,8241,8173,9952,11386,5275,192,4243,5206,3346,4366,69750,109936,6905,10630,8576,9415,7728,3566,16353,47543,34449,11032,5161,19115,25471,8436,4155,12719,15765,10043,6262,26993,0,3056,4430,17598,90285,28637,6709,7385,4432
Jak Es Bror,0,7564,810,1430,1732,5285,2045,154,788,0,168,3811,5260,2006,1125,68837,730,239,1360,6022,2385,3924,697,2815,26699,0,4931,12693,548,0,17915,3253,11233,865,0,3880,1618,3134,748,0,2319,0,1555,3923,7100,1551,8908,6657,488,280,3947,2120,4337,1593,2690,0,1126,2315,0,0,2155,2797,43783,5422,0,6033,11762,5109,4650,2648,722,0,738,14935,0,5452,1959,7965,2816,75,4861,1478,0,2254,1035,0,1548,1707,4109,0,1004,160,1100,0,1789,2732,1959,4922,0,918,0,0,4061,663,1119,0,0,2168,2209,1650,0,899,1676,2647,0,0,116,0,982,48189,13630,154,12431,246,3011,3179,122,3844,33230,3051,4698,2035,1576,4906,358,1605,2524,0,2104,663,7789,0,0,0,110,3077,7068,182,220,1694
AdeptiC Bror,5891,7816,1312,11480,2398,1832,6106,0,3594,0,0,9348,24419,10424,1613,23927,1632,3333,7520,205,4229,969,19920,47663,9075,0,3244,7630,6124,6434,20412,2910,165,13453,2896,4336,1066,5728,11041,1594,0,760,4071,3636,24776,5777,8990,13298,3897,5695,15901,5344,8106,5410,15732,1635,5688,2533,139,0,3352,15335,17628,1928,0,12045,4940,613,15837,33588,1466,9375,4425,3061,12989,38930,0,18299,5135,5203,10422,2466,4791,470,7983,1234,0,6943,3558,0,1955,1348,8233,1479,5978,2380,4837,5415,831,600,10594,0,21263,222,2632,21756,940,4244,0,2861,1117,11845,2097,10281,126,184,993,0,25414,16339,13189,0,17594,3432,9304,1847,98,988,27474,38297,7373,6984,7163,21239,555,5544,3409,762,14592,1156,22359,0,3524,10188,1804,7498,9112,21674,6686,954
StepOnMyDaggers,16455,2800,20533,1111,12701,0,845,0,7230,1068,2247,16483,2965,3126,3171,33964,1237,7563,1072,3900,4612,368937,754,7496,19735,1171,22224,90059,5159,27714,103848,6901,2252,4862,1112,1910,14921,10450,3634,13240,5150,226,1054,7317,164520,4105,6604,10659,47386,1009,1344,8209,6065,824113,8922,14150,12391,181770,25729,0,5588,1549,83641,11149,0,932,15483,4567,5294,5751,7766,4469,406294,12779,46101,969,1040,19956,3106,589,116,15643,9135,3894,1003,16036,937,2936,2629,4195,16470,1425,10556,2349,6951,168975,89777,4325,82,3010,0,0,24545,574,35422,6448,1523,5746,11744,253,1360,933,1275,2150,2721,1583,10337,458,30980,4072,34406,2795,9572,1344,7861,24267,158,7800,28540,3394,1634,2780,257,2409,12743,5015,10432,38524,2585,9861,46265,0,806,0,0,33000,5670,288,105,59319
tochasss,2635,151735,23065,145123,32901,11108,67489,144,45246,10499,23906,1530,19679,119572,6205,16367,1571,4405,28779,18779,6968,66028,7979,5482,14814,20040,4193,53246,15719,2503,64621,26458,10453,6760,2941,24407,14823,1498,30200,1165,5341,851,9557,23313,21423,36042,19159,34745,24119,2936,29288,21948,37398,7837,2124,445,134047,2541,1935,2902,2407,43940,36359,23618,0,25555,25593,10098,28587,83835,108752,22844,13791,10914,14375,78739,21071,5096,5182,15764,28855,837,973,11367,52594,1049,29703,25759,3725,2858,3164,1082,1838,101,3520,2334,2135,65949,15897,11499,940,1327,6839,33194,2988,1330,1498,28715,122,25017,13820,88885,20319,38343,130,12589,2374,3262,14810,21349,2926,4724,6218,9171,2560,586,106,21132,336,23142,23610,11490,25421,51199,797,1080,67999,2523,18805,11658,21532,0,0,7603,1411,19220,29221,15833,882,24963
Mute Ally Chat,483,2811,1797,0,407,1402,1068,947,2371,0,0,105,1037,0,0,497,1344,0,0,1114,547,1282,1160,902,2394,11284,0,5561,13567,3150,2473,197,0,9801,0,134,6130,7273,0,669,10005,0,0,590,6999,2114,5841,780,1182,403,5331,1086,544,710,715,5996,1795,3049,0,5298,323,7900,9728,2035,0,2548,3028,0,10421,6864,105,1296,6628,402,2732,612,0,1944,1439,113,10789,3072,2090,79,914,518,5485,489,5764,1035,0,911,1182,1795,748,24146,936,11870,2513,0,0,702,3703,0,8731,1268,315,0,0,0,2166,0,949,247,0,0,121,4148,792,3652,3431,14365,0,153,1170,103,0,841,11106,3820,2132,0,143,1336,0,5876,845,990,1044,834,7191,0,0,0,812,2612,143,0,0,0
Bu  Meng,4353,3980,6036,7459,20691,1526,9623,2330,9169,102,21600,2709,13463,20163,0,29775,7209,15435,4279,11099,16890,63384,6503,20388,29653,12333,10088,66756,3978,16814,44149,4290,11936,32199,3143,30293,60667,13219,993,5223,8155,888,1858,17539,25103,14835,11980,15433,6105,9447,9131,5530,22837,16778,11124,2984,8828,28754,12530,1511,5905,10599,147729,838,0,13089,42658,1365,8827,30520,7343,11413,33313,7940,9977,7676,1934,18277,13058,2335,11976,13241,4325,1664,32460,1565,24800,6518,7300,2854,9657,2182,960,5826,25266,73481,31565,7013,26162,2918,5431,4382,8364,7252,9250,1263,707,14981,2612,6710,4707,7979,4027,16535,4550,1686,24252,0,2491,48105,8307,6698,5338,35193,18977,3337,4952,17268,53174,10349,6470,23580,70512,53789,4091,3011,23070,7162,12346,20787,44260,0,0,0,8701,40987,3925,449,1987,4599
Winds Of Exile,21101,50509,122177,26405,2069,31880,13357,0,2616,0,5116,1157,32312,84027,994,42302,43864,54631,37116,3476,257080,22691,18592,905,85502,559,66317,61256,17303,60126,88059,245,28039,3830,17638,863,946,374,19772,49996,54948,0,2482,7205,29842,26287,17552,807,29104,108211,33327,21158,30952,225958,3387,25156,116,119320,13435,8184,0,9792,243325,44051,0,19909,34065,0,76080,23407,42980,23874,68925,6382,59834,36580,653,23779,19597,0,92921,9801,4782,14588,17088,13863,76217,2638,61539,0,339,46748,4536,8229,68041,32261,396933,126,25187,0,0,263,71119,15995,5255,11211,4854,12687,1442,287,3209,24673,6584,22714,942,13309,55007,4165,188762,256537,232,151,60059,21341,14460,339,21350,15046,17629,42839,52930,26311,14196,57144,0,5113,104133,10762,42748,2096,1839429,0,264,151,0,886463,11715,26890,0,2626
LeIouchLamperoug,13105,46295,31394,36011,11538,57569,15833,13731,44284,10354,100640,22512,47932,19057,39145,100607,14223,24878,6996,14532,11857,25007,14425,23245,46085,35774,8637,101515,25567,36793,43110,8112,39099,18619,19466,67861,28332,28507,14726,7565,25582,9596,25346,25608,21757,11749,43788,26060,86554,39981,12639,15329,16564,11225,14045,27594,26304,49007,24464,6095,21381,75365,139502,16098,286,13000,53450,20413,23388,31669,13392,17088,29394,17123,11616,46963,11200,6517,14088,14787,17356,22587,10278,3709,25938,21684,10042,11957,15503,6505,9048,6980,9963,15964,8699,85862,90895,33822,45373,8458,27237,7618,24858,12452,13906,7144,11055,17694,8896,5276,18130,14809,19892,36691,19223,31750,17136,18364,15934,245658,34948,20152,18125,32471,43016,18664,19115,13834,72844,17359,42373,27061,17627,49412,15435,10806,20019,40488,13047,15965,77557,497,2636,3674,8765,69428,17429,32046,36024,11346
DarckAlonsino,2193,4066,6534,99142,10374,71464,15674,800,20681,4778,24156,35315,116837,55854,133911,37372,7687,16608,41657,3157,14236,2945,10021,11247,12455,26741,9065,56101,53359,7267,13103,53693,5222,15131,6749,6393,4502,12616,18082,23367,7611,4067,54193,5084,10061,6402,5390,7535,3796,2178,66132,12259,6940,4908,8890,3970,26071,12191,3722,17155,29304,2702,4949,93013,1418,8710,11205,105175,15173,14406,85745,41238,20250,25797,4702,145438,21923,19006,30622,3920,2544,41442,15421,18529,23136,7514,16864,82898,18320,1627,4661,47540,6806,675,12757,8845,3956,8545,30307,7454,2468,2189,23254,13811,2310,5024,20590,13137,1826,37813,53163,39945,3355,8408,90460,6971,54025,137116,27745,174991,8182,7525,8226,6186,13232,907,8336,14516,2242,26687,49229,8381,18949,27409,14765,13868,12805,4021,13723,27571,15290,0,4704,5754,13301,4120,32355,15410,2215,36589
Crosser,5466,3759,1859,17833,8456,2339,8999,235,8489,2344,3291,4489,10860,8084,2292,19007,10821,7649,9692,12691,5861,76369,7579,6504,919,0,8422,4679,9051,36035,20029,16696,3399,11261,28952,40439,24191,34835,3846,21646,177750,952,7473,35321,36478,21991,12094,10342,4773,1699,13119,3774,43471,3130,26149,19198,6921,30471,4403,8156,13092,13328,3259,8067,0,8001,16641,11612,4345,30242,5659,9103,16008,15919,4628,16080,2750,12463,7901,4233,5468,7917,3504,11054,12355,1828,17543,3703,12659,1061,2550,8773,10586,1525,48514,16881,10242,20994,14422,3761,3006,2937,10171,28538,6332,13675,14600,9794,2185,5801,7294,7623,4413,19092,1856,3329,13655,5327,17153,9407,27249,9049,14145,5176,38726,12924,2873,17281,5990,12104,5468,3257,3137,190962,4718,5714,17336,18350,5541,5201,5343,0,4651,0,12186,2420,5845,5630,3326,3749
NasanWagon,17931,10841,56867,22911,6518,9193,11561,0,27106,5359,29005,3506,63476,19180,761,9285,6195,6059,9684,5679,44394,21807,3962,18569,14500,16518,28547,17001,25654,8432,34046,3078,53707,13411,2170,47055,103962,5889,3842,1996,88338,466,6508,33769,21368,12658,6348,26488,1609,8410,12969,18813,41777,277466,9753,20503,20987,153582,5100,914,6551,34800,215357,6475,0,4365,71352,5592,7765,39270,18500,10648,92661,15583,25151,9098,3726,17953,20136,554,16177,19750,11564,20018,24440,308,19296,605,3978,3134,1958,876,6663,6306,27404,146521,91852,23064,35965,2560,0,7544,15701,4272,22250,15196,8821,18076,7581,3901,3718,3940,0,6999,5068,2490,35383,2662,20621,32941,12747,4817,25667,42130,13139,171970,3835,9637,43112,6016,6854,12485,19825,35377,40525,27918,13363,2287,17869,34733,147866,0,731,0,4136,215494,3427,4860,1961,2316
Captain Lidivi,10085,22506,9301,20448,5236,2579,7900,0,15000,0,588,2004,24542,17695,79021,16941,0,2922,2040,844,27310,13227,3070,91763,9572,0,1898,19729,9827,37414,33377,0,0,139436,11703,2765,34692,16344,936,0,11500,0,2227,9166,14649,149,97774,10038,23783,21043,18613,4605,22237,10772,5252,45593,2069,7662,2129,317,8368,43844,217573,3786,0,6659,25816,895,22754,29122,4575,6307,8761,12668,1789,23507,5307,17564,1560,0,12814,5565,7584,953,39106,0,1469,3680,443,0,4689,0,2041,5616,23335,76981,75068,21713,13074,1820,1127,690,4625,31329,46570,2036,445,12755,1404,9462,1122,3906,7139,476,1670,229,8045,346,29230,71692,15044,0,68446,12495,4545,9116,1226,7855,38483,22822,21639,7955,124,26426,7332,15179,3881,951,1898,9499,126326,0,0,0,24578,92903,4885,12237,294,11989
Burritesinos,6814,11698,19383,19298,8318,6342,14460,148,24630,8076,16062,13907,65373,50446,9500,49068,3396,6849,28719,8202,30903,20774,12050,28334,35274,29756,9863,107733,7284,23246,29927,9736,26566,27238,9366,20702,58670,13506,6702,5783,19505,749,3005,34937,54864,42001,41003,31884,12413,4477,9814,12885,17106,26537,8453,23256,16334,53837,5323,5324,8279,27712,92612,13013,0,4032,132504,5914,121674,19050,6159,4287,36798,24937,20935,29879,6171,24838,22148,236,26387,7511,6226,6941,7558,11047,13166,12985,12457,2291,19580,2445,4788,3933,36568,91645,66228,4231,17927,6941,6565,6544,18221,15477,7272,7688,5344,46153,1287,5852,5619,12011,5932,29881,6195,6660,11675,7478,13936,45581,51718,6403,17568,27453,84179,19437,15170,28597,123895,65036,31507,11392,43302,24105,10816,9389,15824,10864,12573,8990,162453,0,3152,1463,5602,83344,10889,4307,4892,11124
Pilosos,10138,5633,13534,12431,2489,2850,9845,3995,19186,12395,13987,18659,18336,39486,23315,35601,1448,17822,32452,5734,18717,25086,55445,17199,26657,1497,100023,30930,8141,5037,8550,10548,14367,18591,23310,2917,3531,1670,15417,36073,10814,23240,12011,1883,24291,4351,143159,45431,21851,13475,17586,8273,8141,13146,32111,6118,19035,25144,52493,3250,56034,5263,2155,15185,2968,6125,14040,5974,25751,5701,36855,15017,35040,9599,10561,24133,6093,46515,8919,30996,12594,869,3543,3200,1288,19425,2406,39169,43784,3270,25611,12282,5724,52267,270,8119,2871,2591,22932,2232,42601,3043,17063,934,7317,1716,19226,18971,18032,11681,13195,10681,6282,18432,138710,10890,4095,3898,13635,17514,43188,10370,26982,4426,9793,6837,61738,3943,22868,38244,11481,31708,9414,25212,7496,4569,3497,27508,8384,120,12105,0,5077,28600,25306,3419,13542,5968,36622,28891
M4N0X in 2k17,255,21612,2336,2594,3018,8586,1113,4617,37042,0,6724,14365,15875,14251,10861,94009,1600,12345,1963,9287,8249,131,2426,36630,6245,11315,0,86567,3360,4256,10881,0,4179,3964,15247,10860,12789,1797,2212,0,6628,0,9756,7479,10801,3271,45686,39603,21886,22269,18540,1053,2394,9976,0,117,1958,7752,1894,1523,17367,34423,46160,16010,0,2422,130128,11640,4138,6872,946,1930,1848,23736,414,18390,4614,4590,1013,0,18648,1500,3197,3348,31266,0,0,1749,5115,0,0,431,1294,1134,2103,33316,29841,3282,3322,1517,20496,0,10156,2760,1198,805,1949,36792,2534,915,2012,2283,1183,17409,9551,6147,7849,1398,3506,139714,49434,1092,1683,6164,32464,182,0,40474,208973,6655,1839,2151,9831,7095,0,2393,3519,26589,8702,1172,48522,0,0,998,276,22059,2186,467,1367,554
My Ballz Itch,1944,940,7099,31472,15520,2246,28185,84,83390,401,2156,39448,20493,1357,12534,10804,4586,9061,7831,265,55597,3250,39541,1842,2346,1807,16001,6888,29412,4860,3055,15361,30786,66728,990,7880,13041,5744,13416,15502,16422,5157,4262,2092,11769,20673,53688,8640,20939,121,19712,3720,1511,9465,9088,6907,5489,4359,9063,725,12317,148,3450,16029,0,7916,5944,9069,16054,41647,31553,30890,37896,21800,2412,17727,1298,15877,55371,1574,18395,11735,84782,14769,1121,3734,56002,2171,0,735,32558,8069,15179,2681,5992,527,1235,31209,4349,2800,0,944,15183,3088,8865,3204,7446,2389,29610,32981,1491,14330,4685,3783,9433,1025,3193,3148,42855,2859,7009,2734,3049,2721,3336,2649,3117,14591,11325,43071,8849,43685,2799,4625,7249,27808,33975,10600,6115,12590,7778,0,8631,1870,1980,3491,9506,2493,753,13659
Virus Jefferson,720,2867,180,38802,5028,3246,1271,0,7638,1288,1960,151,27340,3518,5333,16220,0,1187,2233,1245,6648,175,6573,6773,677,1291,1258,35764,1768,2117,14368,1015,351,5401,14398,3131,7733,2477,8754,2875,7715,2493,36668,3506,5697,2453,8611,11413,1167,184,7225,4709,1399,744,4217,119,0,0,232,0,10806,180,36127,11743,0,0,47234,27934,7400,5165,7761,1692,1865,8533,199,11791,15657,1927,3138,0,1516,3296,4532,1743,16406,133,1942,1956,854,0,2852,11225,12796,0,0,157,1307,12571,2238,2066,0,0,2530,6756,0,8310,1121,22932,9527,24068,15603,3720,0,2927,1253,128,101,5035,9837,47779,10302,5644,768,1909,9924,4707,1972,6264,3746,5015,1825,3189,1227,4518,263,112,15624,831,474,159,141,0,0,23531,4050,1542,7893,1420,0,3803
Aero VII,17554,27791,921,29260,16385,24810,43125,1371,15645,4909,7869,12679,42234,19732,13376,21136,61924,9770,21419,21488,40036,5746,23144,46926,11824,11586,1315,124325,23684,18032,85182,22080,157065,24135,20522,86303,47461,86708,32437,14526,33743,13820,13870,50942,125139,68865,38037,18783,13837,11986,32541,46410,109507,50212,3447,12132,12918,119438,3389,1326,29598,4549,392159,8799,0,22731,112821,12205,26595,53471,17645,23102,54302,19753,6242,13697,4308,20133,18832,0,7726,9868,11841,21228,29726,13131,14886,10493,10017,16855,2946,8384,32135,8630,7769,84249,1784,20820,4451,6207,3260,663,30310,27714,22080,17848,21786,19005,15963,12506,2408,9393,5357,50263,7646,4658,101474,5683,28474,62284,19986,26402,18882,27724,22310,39273,15655,38949,12290,22196,35678,43864,65380,26522,18318,12354,61701,33308,24895,31030,5246,0,28264,2523,25169,274627,25732,26094,9380,11956
IReminder,0,643611,8723,4222,2002,1669,15257,0,3503,201,35609,459,3780,3957,0,28439,3081,18128,1562,4859,2951,9754,9512,5586,11751,0,5816,15083,141,259076,14930,6290,9088,6508,5514,163,2802,7614,2941,364,12232,0,2700,1955,54415,19887,3611,8442,9461,2828,22506,280,6719,24442,2161,4822,1565,10922,2851,1566,3030,51474,1394,2759,0,11944,5187,1712,11539,1765,2960,6265,4165,5660,1740,8080,0,4890,1994,0,2190,2200,1503,1016,78643,827,1076,1272,0,0,834,0,253,860,3758,3554,3938,2432,429,0,430,813,8706,1480,4850,3986,701,462,16817,5138,108,4485,1335,8223,148,1484,8242,335,1102,1311,2773,853,885,2249,3867,160,740,1653,19126,1121,1607,14931,17296,19663,663,7272,6982,6494,67187,16858,8948,0,0,139,1464,36876,2223,3469,1365,1942
Maynter,23738,1989,2325,0,2952,10921,12914,614,15387,0,0,2245,38505,3543,23876,1587,6135,3814,1436,116,6410,4618,0,3367,14342,0,682,6197,1162,42404,3474,2727,12930,3813,0,2110,18584,7520,155,0,23698,2411,2727,1724,28153,2932,3628,3362,1103,2521,1487,10570,4908,2310,9138,1583,1270,3846,0,1270,2965,2376,77297,12371,0,962,2295,1470,17404,2390,0,6465,12068,1270,40892,16910,1000,4585,3719,0,2679,0,1946,0,9406,2608,1853,16470,13928,813,482,9191,0,2234,22544,3950,1409,0,9049,120,0,52856,6769,9082,0,0,6621,4392,0,949,2889,833,7802,1342,2497,118,2964,980,2395,48569,98,1586,387,6393,2024,268,2439,3343,6966,5043,603,642,239,13165,1151,88,26930,0,482,18417,51785,0,0,682,6251,2805,652,645,815,646
Imperiál,0,3859,773,5312,0,0,7037,17953,43850,0,3848,887,1387,4074,192,146352,0,2813,208,14840,413,2859,0,16405,1722,0,0,36099,0,140,7787,0,2132,682,0,734,16022,9525,0,0,13941,0,160,501,31546,0,109403,158311,33758,11196,0,997,319,230,4941,0,0,0,193,0,34609,3683,184,1829,0,0,135091,958,1194,6010,0,0,1140,0,3571,0,195,0,2413,0,0,0,646,1594,0,0,0,0,0,603,19969,0,957,167,1177,0,1585,843,3819,0,2043,0,0,0,573,0,1497,19258,0,0,0,0,590,0,162,0,1647,0,204,266,41965,0,2358,1781,4513,2473,0,2293,30420,365,112,1616,1132,283,0,2565,2001,24290,8519,0,28525,0,0,0,5043,921,0,549,0,0
Darisnus,67492,265,690,44011,8953,112,1334,1203,2687,8579,11241,36570,32685,36702,27997,5605,6050,0,58665,38084,184982,0,74443,79851,29336,1777,159,27280,22418,1354,23367,30129,97870,135084,18204,71520,95249,24986,25203,3351,2453,15325,2376,36976,46122,27722,47308,13820,709,5209,0,10164,32214,1457,3369,17203,8393,26489,228,13696,20076,163,78611,220,0,0,56515,3303,7592,51802,14478,39675,37557,1422,28415,206,0,50066,32021,0,0,11403,48593,49579,8044,29731,17089,2571,10601,0,2179,8385,41684,19672,44398,37547,1005,10990,23532,1418,4390,5662,21524,32127,1370,22366,85573,5807,9477,1226,2724,25022,13235,0,45727,1038,6102,40569,43853,17941,13144,39932,142821,21013,15837,149769,22064,6551,6171,31323,19085,3563,24874,44548,57346,20534,21090,144,7651,31071,90426,0,12659,0,19915,19614,14114,31120,1089,0
GØØSΞ,5919,49989,6132,17189,5514,5088,4693,2260,15583,6325,33869,5404,13696,15619,10012,53974,16585,18948,9519,32635,13479,6352,176,2243,114943,27309,12654,51308,5966,14491,66964,23906,31177,3503,9417,130859,50021,48905,2000,304,32188,3152,3896,29585,19423,21998,16681,47137,43935,7260,27134,7832,59014,11218,6052,31057,9326,47882,5791,3522,7057,76133,333859,6570,0,30289,47983,13930,17325,48130,16885,3425,13751,8574,4072,14278,1592,3265,23503,11043,36974,8955,9426,3740,85659,6306,3718,1205,144649,18586,6018,41409,2712,29987,4782,40157,44773,23464,44812,19349,4227,3634,6949,2530,6815,1137,2367,23069,3711,8026,7139,7078,35127,45174,8069,11739,23318,0,2716,37878,38495,1664,2618,33712,57321,0,8135,40558,21432,20133,24773,31794,136827,33541,4604,2364,11279,31876,15303,6292,55242,0,0,17645,3005,81390,7994,6382,14212,2464
Bl0ding,3464,21588,2022,3884,61509,21228,4671,4629,87173,1574,25444,1649,11675,12208,11655,126481,0,27017,10142,6181,746,0,2163,9958,1916,5422,217,77190,3297,877,113,4762,9809,1259,288,8032,2373,6952,13146,787,1573,2450,184,1752,9596,1501,14939,678931,32892,303541,21416,7969,4654,5101,27459,127,3064,4328,21262,0,55656,3658,76090,5803,0,6379,5127,16406,5955,15097,3434,1077,25141,5109,1099,22155,114347,43314,3557,308,11702,1523,4884,2550,26194,4406,160,0,3802,126,157,0,840,145,3595,7738,39916,5811,4240,2105,218075,116,328,0,981,1188,1186,44645,0,16502,9661,10558,349,16232,0,22319,0,723,2884,600607,70286,1399,423,10566,33028,8295,754,25576,439655,54489,8452,6199,7505,28201,10073,3382,693,5150,10968,6669,52966,0,234,16125,6775,31218,13099,5318,828,1602
Αλεχ,3668,7473,12060,20057,7134,7402,13451,0,42556,1557,3436,6773,22536,11351,24831,24089,804,616,6645,10569,2749,4420,14829,5407,11703,2463,2423,39338,3325,8544,6792,12600,3108,3926,5830,5864,10509,321,7231,1533,3168,1616,19520,11582,4660,856,15857,14009,15222,2238,30003,3771,7862,18079,3912,1742,10314,5317,9852,2009,5972,13524,24595,19758,0,7427,9580,16839,13519,7513,11095,4039,13796,30681,3791,71353,5296,10494,43055,4723,5312,947,2960,1199,9429,1809,7633,3832,2195,983,9440,13169,3449,5890,3164,19426,5568,1056,8200,838,17611,0,13037,15943,2105,4542,2814,25869,0,9402,20325,5786,1345,4969,3436,2984,3391,17488,8946,36533,37723,1939,4320,3070,10500,3352,5256,6621,31246,9426,8598,4412,1296,2639,1100,4292,12078,5995,10174,4123,5766,0,2856,8279,3529,2199,4280,10987,8652,6910
You Snow Nothing,3047,12465,3864,26620,8412,15019,31352,1218,14725,3828,11606,6350,47249,51419,19736,20554,3899,5337,33728,9677,8706,5000,4159,9484,15799,9998,7363,18771,46749,7548,12269,21634,17573,16811,6563,11356,9843,3957,50835,13148,6239,15446,68824,12137,13619,19895,8166,15971,7483,3004,17394,22681,8707,16791,5364,9638,5773,16440,3722,3126,22713,40592,19204,17209,104,8156,20945,22325,21444,17016,30778,51184,15778,21025,1712,70792,26565,16664,26270,5184,22790,4165,5447,4707,8725,9279,6539,7108,3705,2131,4904,10219,4282,3096,3649,5623,3569,11692,20546,6300,905,117,78864,7703,10407,16154,7076,10710,9641,19152,40590,21503,3838,17348,10091,9977,5945,15601,45127,33479,13778,14346,8813,19387,8346,3995,5397,10736,10663,40473,18100,5230,6313,7510,6936,12084,25263,9481,17875,7555,8685,0,5120,4368,6211,15412,27678,46267,5769,67457
Shäng,10532,32573,15334,8243,4751,8378,7838,16728,48386,3450,19118,9898,30564,37811,21890,37231,8681,12082,4423,16961,14207,95408,9334,164152,24246,8278,6307,44558,2306,16895,24817,10692,11282,16583,6487,37417,50222,8102,5041,9786,10080,2383,3642,12720,8600,26346,45082,48367,30582,27168,21116,8642,17629,23019,31632,19755,27261,54699,13289,4619,22662,23389,13974,16950,123,11729,111662,2747,22266,16696,1924,2327,3431,40605,13944,9335,1622,15679,8238,5249,20363,13359,5909,3394,28613,7246,15313,4224,10161,5755,16461,1699,1031,7183,9927,61989,23705,7763,18910,3908,8263,2802,3137,1793,6205,2854,11798,23854,734,5062,583,7614,8043,26038,10295,6590,37777,1213,6062,34190,50342,11530,4989,23626,51862,8771,4883,26974,76129,8608,37261,8202,45310,14657,7103,4757,9666,49958,34066,17313,40892,0,6502,1530,7529,62031,20741,6054,12654,11845
One Destination,328,3450,1179,0,1530,137,1725,0,3527,0,237,110,1832,5697,0,11058,27588,948,5208,4396,1614,3069,0,1545,2371,14422,349,19418,98,7379,4144,8418,1103,73,2930,19901,16916,262,797,181,7138,0,12062,25717,4852,4641,921,10595,154,2284,2330,301,2740,1470,1005,845,21618,7708,1047,1398,193,4395,174918,2166,0,4115,24384,3388,3998,1865,778,1071,3918,774,0,2019,0,3278,3119,121,59941,11326,7391,0,16801,0,0,0,0,0,279,0,1536,4362,177959,13209,763161,3514,17543,1848,0,0,0,199,9009,0,2260,11046,0,786,0,99,2121,2648,0,79,149,190,0,7594,19829,0,1264,30986,3268,0,0,1499,59169,2318,1847,2629,4248,36377,0,0,848,1957,3940,1088,47389,0,0,628,0,9071,2831,6463,730,248
Doumel,6445,55464,6672,6506,5210,3646,27873,1346,10973,1728,9370,18640,11199,7693,25373,18918,781,17249,10190,6875,8274,5508,3911,8045,22640,3614,17710,49001,18105,8697,10062,15943,77571,3169,3319,10254,12467,3527,8208,3115,11492,3683,20485,14984,22508,4183,33626,4159,7409,5581,15112,10837,5155,19745,7612,13025,1673,19412,5807,689,7146,93138,62466,9937,0,1804,37070,7032,12695,3286,11846,3532,7902,6476,1540,16652,2655,13492,4523,6648,4807,4238,17329,13815,25846,2112,4961,1947,5531,1964,1236,6714,11695,659,7482,20070,5277,4024,19955,7970,5249,271,13709,13170,4339,4709,2177,6852,2062,2961,3885,2869,5304,15282,4694,3723,2677,3447,11372,14096,1026,0,3746,14704,8230,3021,2595,6644,19935,7284,8643,735,70849,11816,3934,7327,8107,3384,10735,3311,48024,0,6461,2515,5305,22465,4213,12814,12501,3703
