summoner,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nocturne,Nunu & Willump,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Senna,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Ziggs,Zilean,Zoe,Zyra
KryptonicFox,140426,77609,33008,23442,14989,39993,24595,4609,13831,68783,50600,47559,17472,21069,11892,24258,77889,34298,17970,25007,65429,24376,4588,8260,165462,79530,38603,70401,8729,43399,101601,37394,46852,5274,17493,79045,75013,34317,7240,16390,52126,12235,5741,41840,24026,25556,36000,16390,22192,7384,22747,3161,65234,20291,29642,87697,16560,121601,23481,23963,7314,103895,159245,12889,171,48912,108315,4019,20576,15245,18090,34873,9087,24317,12059,19092,6251,17927,35202,9381,148297,30393,16947,23489,52117,33691,27907,29911,31763,19116,8307,25843,12432,61689,52282,351508,72425,25132,26736,24055,10020,20781,35853,20616,21247,4446,56915,11093,6035,4339,1339,27707,30753,25565,8808,62481,61884,9440,1834,64887,12570,16233,8616,18671,10355,29577,19103,29945,48948,39087,36319,34902,49637,33494,32865,25983,34501,11947,13373,29320,69594,0,8440,2052,15114,93217,28340,5895,37554,9577
Rivayn3,2758,43698,57035,403,447,110,3522,0,8268,0,198803,334,12731,12755,1758,182141,861,0,1011,1889,13434,3969,706,207678,13154,1145,242,59914,0,10072,9341,125,3298,831,22312,5749,3714,2198,0,120,15088,898,1456,50883,4178,5086,4954,10566,8245,1663,3696,133,4020,3747,267,15093,0,9936,1221,962,991,9589,17767,0,0,3069,63563,0,6652,102819,0,1538,12305,113,0,1850,0,17959,0,0,16051,1420,2301,1184,9503,0,66657,1005,4228,149,995,1608,152,0,13451,8717,345002,181,315,4534,0,118,3119,2389,272,2018,879,7166,0,128,266,163,7022,339,920,352,4015,0,10939,19471,14849,82,1035,2546,12161,3807,0,338,230820,139,1846,1379,596,956,0,2064,6618,10259,1973,8281,347784,0,705,190,480,67640,1495,115,2570,265
Zimzky,65259,34120,26310,17025,17725,15392,16307,9830,61112,3113,7805,16239,22063,19982,18196,42222,20900,7911,22921,17611,97481,21787,23572,8463,66909,13063,45941,86945,32062,44972,22912,53976,98890,46568,22628,30030,29125,11520,7782,41545,28547,8556,28898,25236,31579,27089,84359,30335,36560,10297,24888,19642,42444,31615,44001,37297,33699,17233,15590,33765,18200,32146,24708,15578,1617,16544,28016,9409,54442,19242,73262,32763,15882,37031,58659,43965,8586,29091,20924,32604,8236,10684,29527,15768,15307,19594,26673,92729,34579,17658,13701,24671,11455,19605,12399,20374,9348,11251,68922,9733,9790,27442,37290,24948,13883,10025,49189,11158,3733,12393,15091,53141,29672,36530,25644,29037,15974,15414,25971,27226,17077,7989,22955,37949,17583,17303,47794,28000,28161,33326,19037,13767,20511,53066,20071,21688,23030,20780,19601,28093,54412,0,13753,8926,18025,21760,15042,20606,111027,28111
NgoMinhNgoc,2622,5628,1521,0,11075,0,10846,0,5163,0,106,0,5992,785,11116,21730,1003,0,0,706,10344,0,5050,2519,1534,654,9408,10227,559,18199,6161,6582,344,14857,2372,2075,357,0,640,1711,4311,902,1355,7074,27346,302,27873,14760,0,1052,5493,2309,0,6219,7843,9745,0,1312,1242,0,304,2882,32950,28783,0,2232,0,6102,10257,25900,1502,0,14715,5402,49740,3852,0,11923,162,165,0,320,7461,62251,0,6222,164,2013,17976,552,9789,0,0,0,4155,28988,8698,171,2439,30996,3214,103668,2774,8701,1306,11141,15747,3141,142,832,572,233,2398,0,0,0,3453,0,0,8552,10063,142,14171,4637,1958,958,24889,2843,932,1477,0,1252,3111,6348,13003,8296,9758,0,17151,4220,37141,151,1002,1000,1800,51689,2497,206,0,0
inconnu01,18177,6007,27546,10808,7867,15692,8197,2243,22573,5539,29684,17045,16120,6889,6224,52136,6315,31930,10575,43361,12753,14523,5817,23304,17913,19416,19683,85900,19623,21105,22755,15713,61147,13690,17179,27707,28419,21416,5076,1854,64340,10200,12530,27917,19982,23475,20708,18385,9059,63858,17352,5976,7814,4832,4792,7132,14232,18186,4367,2558,19050,16933,200617,3041,136,10917,34424,3954,6306,11282,9311,20014,8565,16078,31291,11219,1011,15982,5111,12421,41119,3862,20978,21167,24731,5674,3319,7331,2091,803,6748,2516,3856,37273,7433,18122,29127,21339,15234,1661,1267,4569,67490,18212,47570,22973,34581,16352,5029,4462,7173,5978,9724,10476,6044,18508,10458,10594,22317,57517,31772,6732,16513,36335,18929,41393,6721,6679,94503,4663,11436,6363,13408,10122,4032,33944,4936,17989,11851,6752,142546,0,18509,10767,18442,22447,7295,9130,3717,7237
Maréchal Yellow,8272,18200,41863,21452,3466,493,6583,3316,84468,15726,16398,49217,38181,5550,4970,56668,37531,12236,10102,16978,25459,8271,10544,124075,25664,4929,3631,197043,19153,40450,54971,3371,60208,9150,19825,9993,26071,9729,7192,3340,21505,205,19060,10155,30444,16671,166024,57313,23739,38426,2673,38656,11317,112056,10706,6973,13665,40035,21347,19782,43119,146246,245160,4122,0,2519,133567,5004,30617,7243,9093,12523,70284,15038,15307,4890,6728,28264,2842,8473,12360,9280,17622,12390,20809,8132,1690,4816,25123,10044,10488,5478,9537,15135,4121,42630,33567,934,37602,1687,5717,3702,45946,11497,9659,5137,5988,97194,2831,5824,2380,8025,30352,27322,16035,11803,41384,1052,7011,105168,55864,16342,32384,58342,29543,4309,4618,32808,196179,26994,35297,1657,16528,1614,218,3816,8297,40678,15235,4031,76967,0,408,3251,11465,89511,10409,6885,43049,2455
InNoodlesWeTrust,5188,4015,4545,12740,2562,4200,7735,3040,12711,1734,10493,31401,10126,8249,5101,11860,4167,19272,8457,11502,15885,28486,9388,5113,17336,7359,17877,13952,7201,8900,11276,4844,15865,11396,3269,6911,16111,12779,1968,3872,5614,393,5337,11771,16371,5284,14305,12727,8149,8582,2344,3497,63053,19666,7059,8856,2181,24330,5589,4708,3170,15798,66874,2793,0,3832,20210,11924,4770,15172,2405,4459,26486,5005,7503,3263,1188,6660,8173,2442,9580,7746,5326,10912,9041,1563,3098,15784,1927,5387,7217,872,5676,3174,3817,186982,13104,1152,12246,7844,3465,2448,10476,13730,11963,463,3030,5103,2350,0,2346,7566,3353,8661,14300,43220,4106,5901,1361,24527,5702,6094,12285,10286,11003,8389,1734,7410,21838,7052,17913,8351,3096,4725,6387,7772,5793,1500,4936,3517,19618,0,1633,1794,6332,9158,1988,2474,5381,5648
AfroGanj,8438,5340,0,16212,4089,906,5851,0,18897,0,0,3085,19976,12600,4017,25020,268,653,8134,5723,78879,5000,3137,10426,1075,0,707,50512,115,48305,843,12699,0,21957,0,29897,67367,14317,643,3770,4010,0,893,114329,28063,28879,20013,8684,0,1463,3129,3799,32142,1126,6017,12015,450,20269,1843,939,14169,264,77991,1309,0,2800,42502,0,5943,29880,2321,4434,40474,8027,2028,15069,1014,18142,15420,0,7435,958,16930,1822,24569,0,6720,9666,2656,0,4160,721,14942,0,13640,13974,35024,6548,21326,0,0,0,591,3554,406,26549,4845,25525,112,6535,3339,852,0,8321,1545,0,8406,916,14709,13119,36267,3508,41807,11203,48578,0,207,12600,12600,44395,4036,3157,0,22849,788,2721,26352,7841,9246,14088,79938,0,114,0,2908,55595,1642,154,0,3759
A Fallen Poro,11222,1749,17094,17416,11304,6908,15650,0,8014,6654,6674,15106,33454,8440,13409,15618,2626,1780,16527,6048,162241,19963,30120,25852,53329,3128,2622,36391,3730,43691,56370,8457,26167,38449,12881,18020,33130,18118,8269,6690,15170,535,19604,23510,45544,12878,31898,18524,8607,5529,17669,7815,15474,24657,13440,20031,3022,67739,5752,3868,5207,6935,93470,24595,0,7782,33905,8908,17130,43636,3741,4961,80923,32024,20524,8539,6842,34839,5970,1630,16972,12140,13011,22553,11360,10023,22638,23309,16154,0,19804,16831,7225,4128,11370,88848,46386,10677,11531,6099,0,2214,9716,14760,16388,7763,38736,3759,4698,6279,4840,4776,9241,3004,24900,1061,21944,6488,6741,18060,16362,10822,52215,4824,25490,24870,6401,3248,38766,23862,7790,24963,2446,32485,47627,29191,17792,17208,5727,23871,205689,0,4486,2701,9524,44064,15124,5669,994,2419
Isiltor,1802,9962,1358,25348,18616,16022,12849,107,28530,2573,2071,4912,42520,7133,4964,9942,5901,1630,1088,7843,8662,19205,6734,9528,6968,47140,7855,43001,28607,44103,57324,1570,1381,9608,11165,208773,20196,97861,13476,3823,10447,12061,33885,34088,50802,8243,19879,19656,10800,4057,18319,13646,9390,20144,8646,5211,13299,83430,2034,134,9089,63024,454603,4711,0,6589,13300,13929,47845,43520,8459,20813,37121,25400,11530,118068,3656,86015,41084,781,59929,18619,5028,41882,49946,2942,7218,8903,5069,0,447,8226,10946,21657,9470,34728,2905,6751,21448,16193,4988,846,110288,10963,104415,4964,23651,26230,7221,10180,10057,1145,1031,69467,2593,1897,194,3808,17906,71145,5716,19735,25845,22098,9344,3637,2562,15757,5979,33609,14499,41806,37130,1850,7878,39996,32504,3334,27564,23682,27302,0,2833,1355,149845,110067,11752,1655,4892,14814
SNIKKER der von,7912,6305,12842,16211,6710,51835,2493,2449,14282,19947,7774,19521,5942,7297,798,37593,1330,10075,8039,5126,2795,386,5997,11935,41206,1644,4803,79324,7085,16388,13912,7579,48680,3535,2957,6965,9127,6192,27222,10240,20759,2426,39840,18532,21432,1060,36812,6076,3537,12698,11219,7260,7323,61190,21029,9340,11114,14598,0,393,47007,13060,47102,6800,0,3924,5783,9384,19386,8754,7286,8412,10080,35030,4842,11427,159,6414,2157,0,34258,2018,5047,883,34711,97,3469,4068,9114,1257,1500,1673,9799,650,2050,6666,6480,2826,6175,799,7989,0,18324,16803,3809,4544,14909,34110,1755,674,12168,5628,449,24750,3035,5077,8267,3687,9272,44402,27894,2988,12026,25942,15264,8055,4484,14628,146496,13494,21940,11048,4108,8584,277,2600,2394,14300,8356,4570,20688,0,1828,4232,7570,58195,4433,9567,3581,3108
Lapsivesipyssy,98,15564,5534,10117,14928,404,4020,105,30788,1057,6599,3422,171394,7382,12856,12939,283,267,6997,2111,2455,817,12450,6161,21683,3599,2092,14177,12973,2716,3612,7616,5662,3854,1131,16482,7208,636,9248,4726,5133,4745,18195,4985,7164,11759,4377,17786,1512,1643,16217,5336,1824,6063,927,258,2584,2597,626,4654,4110,9092,16048,3922,0,953,13808,28635,8519,23613,3820,11727,9329,14401,1288,6854,13934,3724,10733,106,13549,0,5319,1439,1108,2541,11071,3065,5306,678,1399,9153,12781,147,5639,168,2766,8166,1122,4922,1608,1056,588862,8310,3186,2008,1391,3987,5078,9613,11807,2118,2166,0,5516,498,1827,24375,17839,34852,4493,2219,0,8066,1025,1377,843,5117,1197,1087,4832,5334,662,0,5023,4436,1596,519,4913,3912,3951,0,1445,11707,5344,3940,11779,10825,1385,178360
Kari Tapio,3471,3303,1743,8393,1806,786,2925,0,8274,170,10373,130,3528,28767,0,3158,352,0,766,130,212,8822,1559,1877,8653,3149,20677,8519,19644,3170,1852,0,2704,2574,243,4655,102,1734,4444,987,3862,114,2775,263,771,597,846,2054,9663,160,4056,8081,1350,15182,1089,513,4227,10775,102,662,844,2144,33151,1275,0,2074,5363,5710,6129,8478,3029,75,1592,5945,267,14818,7232,758,7730,1075,2310,659,1257,7100,5918,101,840,140,1239,5269,0,3979,272,0,0,4788,949,2420,0,0,0,901,40112,4014,2767,234,1351,5001,0,130,3120,0,0,301,1917,3484,549,0,3010,79983,205,0,1881,9785,13315,371,166,618,160,1199,61163,0,1572,1319,1098,730,3376,895,1215,0,7497,0,0,4709,781,10052,1958,8117,4182,939
Joe Dart,6770,4668,2556,109102,8642,3584,11856,2886,7126,4828,2668,26106,33892,8651,3330,6198,1256,5587,6774,21266,22264,4258,11428,13492,8331,1638,4149,12663,16459,5737,7657,8156,20248,10153,78571,47501,21656,1418,5202,1331,5229,345,28729,15441,4436,16895,19490,5273,19580,5689,35432,14146,11185,4209,9711,16131,21382,17272,9839,4408,26579,6765,10505,6696,0,14537,22894,28019,8023,12503,13956,21578,9531,20576,8360,109455,18758,4670,23912,4421,6650,10850,5716,7037,10359,13029,4568,6097,38633,2957,1625,8175,13964,5479,26706,2159,6777,4581,1538,9315,6742,4147,6187,3347,9606,4059,12668,18113,6423,31110,118114,3207,7799,11364,20947,3323,6092,63466,9823,14978,9247,9219,24117,4984,24395,2660,5020,14562,9063,16378,5318,15902,3418,7038,9374,4603,8844,6600,8331,7799,5911,0,3064,1333,11365,3413,8415,8190,2409,29050
tobias292,7308,4240,2611,3289,7290,1183,24582,1343,15805,1558,5492,1022,12719,16341,6110,5917,956,2370,9207,1488,3761,2677,3216,1836,10861,2410,1766,6263,12915,8386,4049,3542,1134,3073,1975,8020,12165,9029,12022,13819,8936,2731,1912,8933,8565,2582,1688,5598,505,1227,1588,7519,3618,2353,2793,9939,4919,9126,2522,4519,5496,2850,11779,3718,0,719,2044,2900,15516,8299,4967,10647,9224,3447,7162,4297,2688,13598,5084,2922,5632,5354,4227,7030,3479,997,13571,11025,5196,125,2877,10709,5666,287,6301,2634,1823,2673,5132,4048,2500,94,6240,4671,2618,9660,4272,7438,12935,6542,6221,6530,3097,2175,3754,848,5751,2093,21591,6294,316,6487,2927,4032,10254,1382,6392,1013,1902,11254,7417,7364,2849,3856,3377,15868,6695,3191,1194,7540,1444,0,3275,252,9755,7504,10816,9324,3336,3104
Multiplakk,0,28489,11374,35928,14858,744,24597,0,26923,204,0,23107,23466,20401,5266,13405,0,0,7713,13118,1675,7576,7869,2019,1419,0,9158,106370,34059,127,2651,6668,2119,12885,1110,52034,23819,8846,26888,887,4285,897,27817,10662,1660,932,2432,2980,8498,256,39297,10661,17811,840,3783,380,4648,5421,3802,0,6986,10334,3966,3042,0,23276,4431,6255,70014,34598,4124,11587,8872,29414,3808,28157,4200,6550,62408,1701,1352,8752,13967,16596,2550,901,8867,1659,185,0,4621,3994,9111,7011,146,840,4021,7210,231,906,2236,0,17719,11069,2136,14025,58535,13469,0,12572,9593,17408,1610,116,0,2525,18404,2210,41794,9117,23443,1854,3184,13705,12917,1782,0,15547,232,4078,9152,1697,773,6936,104,6470,15967,380,10813,7845,2032,0,1686,2663,1723,7556,11922,5736,3989,2906
Honor 4 Nudes,1111,35488,26360,14406,17205,3317,16295,0,10076,6675,16691,7472,32399,11643,1040,58189,5604,1813,3928,862,46974,2751,2405,10024,34033,701,6080,43004,6211,37468,149719,10169,3567,20723,17669,2057,14760,11708,8879,8808,13392,2118,1368,5688,19791,10096,27930,22169,9882,10427,1828,5250,6279,17246,3898,37255,3416,16852,6088,1192,7536,29685,23462,4834,0,10853,73744,3207,39669,25319,1367,19510,57720,10874,364,10716,339,5587,8910,0,11012,5016,4857,3323,4721,7582,14550,2627,1714,599,43966,746,4309,11702,1723,17236,8635,5620,728,6252,0,0,37567,16315,141,1884,2072,18758,1436,115,809,5486,1034,20317,8072,479,134524,1238,26022,37386,16005,44066,85419,12507,20279,803,2639,8255,31716,31356,19287,6169,4302,45872,6986,5888,45653,18604,10315,12104,73106,0,981,3384,9292,11276,9907,2716,1718,1512
KiingPotato,3706,9348,8256,12659,16635,3606,12699,0,15160,3378,10893,7692,54095,11731,354,29533,5253,2353,22445,18409,19831,34609,4001,24226,32510,4602,33280,60822,20359,66935,45455,15232,38126,34492,5376,20266,30977,28549,10248,12609,6228,4126,5714,22629,23226,17181,27046,22105,17087,8464,13660,2600,11527,20281,20734,41897,12629,22137,9644,2015,26691,16032,20539,4089,0,2075,26058,5839,42019,18687,14058,8225,43230,25813,11706,12678,2415,31277,5812,9652,29739,9191,13510,2809,26708,888,12665,8083,13776,2821,38740,2928,3365,2038,6170,24384,35525,8451,8929,4822,759,69,23313,9272,7712,8588,14114,10896,4579,11784,1909,7843,3941,16275,2250,10023,18481,1974,14427,33305,19466,6958,11496,17036,30298,1273,13373,25275,39269,58323,28338,25987,9286,12390,10735,9427,25130,18025,21617,9079,23710,0,2211,0,29514,31656,22527,11187,31915,4406
FróntlineFrodo,9768,28345,13241,10157,14808,3786,22335,1746,20152,6963,3604,19715,28679,20288,12707,44190,5760,12848,13318,26075,33267,106723,12166,28501,17641,12294,11276,67476,9459,53175,53266,13276,36388,14669,20882,55601,18313,34045,19772,19767,31410,3393,14235,7188,33825,6906,24313,22302,11784,17806,18299,23698,22042,55876,6894,10834,14758,19155,14191,11905,13117,18105,135364,15802,0,11034,30042,18967,14087,22967,14601,14575,69113,24719,14612,12207,287,22387,9884,2969,19194,51779,5319,11139,43217,11480,4566,12900,10344,277,15194,9499,16669,7112,5994,52593,69494,7796,31790,7060,4369,2590,25267,12610,18266,8753,74979,31779,10417,3771,8783,9574,3836,36616,39023,4112,25065,4429,10787,72565,69331,15465,16963,34120,38564,10872,12177,17258,53222,42025,3270,17218,12616,22290,22142,12155,6582,5774,19991,17565,81385,0,18897,2303,10377,46420,5925,13174,5338,5359
Prozus,0,36537,40819,183,0,119,29565,0,17118,16169,17078,1973,656,10473,944,70431,0,27618,0,252,876,25714,0,427,485,5943,18837,8793,1872,31463,763,2369,159,0,1869,1716,1979,887,22157,0,6416,92,0,0,2700,6569,79417,1208,14298,3776,9321,2022,5607,165130,14502,0,21141,1797,1715,1075,1774,51018,420,733,0,26573,15884,1940,153939,553,91,1660,0,12177,5458,19203,3696,773,0,473,61271,770,0,0,62051,0,1347,731,4327,3907,104845,963,0,0,0,93,3925,5977,3116,160,0,0,0,2443,988,0,0,10589,0,923,4946,11677,0,28185,0,3997,42422,648,81,657,0,0,0,7232,4340,0,4459,15286,13035,24344,30840,700,2794,24293,0,0,1868,8917,987,782,8940,0,765,0,0,7290,11442,1309,7574,3283
Ðemon Shou,1124,250812,14700,1070,987,8903,5676,1520,15067,3535,1744,6956,4348,5622,3082,49581,4974,28075,2652,141,3435,65995,435,0,16386,13989,28950,17751,10522,67167,8511,4479,406,3363,7415,0,589,1166,1797,1289,93396,3871,30016,1206,581,732,17549,35843,12812,13966,44456,10277,1365,93355,29483,3234,3882,3607,41283,166,306,30399,1313,806,2382,55517,5114,31556,205504,118,1077,3129,785,108961,6071,19024,25716,6785,596,5730,7749,12033,2031,0,42321,0,835,3671,4628,15101,3485,2815,1263,0,0,160,161596,445,4022,79,9980,0,6979,10990,10871,171,9112,14547,0,26619,32893,647,261,21084,1136,18544,7329,1675,12478,39903,16353,0,0,12237,4015,1647,1146,8092,39604,8262,13625,9302,104,3035,0,1821,115,8638,3410,3269,2514,0,2067,873,0,4013,1253,6912,10299,40785
Deku Izuku,16582,6768,109918,27161,2688,3062,5502,9362,22891,1018,44168,16425,81194,7421,9928,29013,43869,14136,17769,8397,29953,5401,9534,37080,77454,124,6596,39990,9059,91969,10305,7145,4586,34609,1245,270,21424,59894,42410,4438,5196,15104,116029,1570,41873,163,20058,10818,15758,6099,275082,10394,361,89898,18056,23462,3981,9016,7605,37145,273,60925,29700,57973,3864,5447,24446,228864,61183,6065,8363,2883,18007,6907,1780,283657,146603,30187,26317,12605,1441,1965,7080,1379,14237,2244,15279,51104,30210,1603,6058,194695,2959,141,692,8953,66485,20940,53147,38354,116657,5690,7095,4777,8515,3545,122519,12212,120,63690,203425,42085,31605,23097,1164,1813,2214,183356,39823,134037,6953,2729,13778,9419,5368,193,2807,18941,12119,23196,3525,3447,31696,9403,824,19516,2036,8782,9502,20171,6797,0,744,48238,918,32296,28380,20051,125092,29062
Boostedkuchen,32201,10833,19540,42776,7444,12504,10442,8629,12604,1573,13824,9893,7899,3692,4427,23740,71242,18248,16926,9026,43949,44441,16108,21365,36243,5553,6712,26040,6503,56357,14487,15625,47562,11144,6088,86822,73918,23977,2697,5157,68264,6585,7574,8018,50724,15832,37351,12878,40963,28124,1874,12008,172104,37352,28196,24217,10656,28033,11246,7483,25730,16967,49362,10810,89,5340,39223,9154,9495,33421,3487,14614,20911,18227,28528,9003,5489,32894,7671,1420,23180,6108,7189,5271,7372,17440,20902,22956,16055,23099,6406,3286,13193,8813,22775,49706,33247,6783,31885,9897,15989,14759,17275,20579,50043,13792,11892,12375,1535,9317,3540,11777,49388,10511,41490,983,9744,3720,4596,39916,72919,11356,31562,16260,66083,8579,15541,6489,86244,17323,2391,4489,8554,72320,1761,8537,30184,15472,4427,9168,26746,0,8455,1252,15731,24170,1531,1324,22688,1154
Skurwi Sin,11364,31033,38670,5326,2559,20821,5873,45491,24692,4912,25019,79445,6080,19768,12240,70155,30544,38623,4854,10943,15803,33552,8333,50156,83331,3194,3704,47403,14976,18461,14235,39289,52144,19162,12983,8029,76966,14353,8441,13985,38850,7158,42917,7271,34199,9106,119418,43961,43097,10149,16298,28735,91176,33292,24283,29188,146,29517,19392,799,12464,24361,137965,5399,0,18694,40451,15234,42313,20188,30543,11789,26063,18446,19164,11578,9997,14544,2560,8650,31852,7441,8217,9528,74571,6852,9027,318,19109,1235,8478,13529,5446,10425,4056,38374,33680,1792,38288,2097,17084,15616,32176,18979,15854,7692,28715,34843,4755,12932,45098,14619,31806,19948,2241,9155,40680,7831,38953,19582,17721,1475,29606,37489,24552,30748,982,19481,65994,37690,16312,7678,65962,29041,2561,11939,3277,42492,13604,11780,191125,0,9272,0,16309,18742,53162,28264,20156,13781
Shichîka,24741,50573,14942,7256,34194,20225,46520,84,14036,1112,6915,4911,19915,40942,1117,76888,2096,46887,4338,5157,31903,13037,7927,15401,37243,15898,20355,77108,24482,37605,34780,20968,18491,21667,10561,8826,22739,12548,4750,2192,33562,0,10711,8737,16507,7115,28803,35647,21862,29960,26529,32773,10546,9850,1016,36641,15938,12971,3899,1495,10569,26680,22833,57879,0,26694,64261,10117,47146,1807,11110,20827,1258,38708,10425,26289,8042,3535,14790,3084,16001,13187,5564,5394,118743,0,20558,12534,14537,25118,3313,6692,7077,74,2096,5675,133492,7469,1101,4935,10246,4963,28755,4143,10354,9219,13373,18431,111,8626,13960,48670,2762,55977,3010,5017,27790,863,30584,35021,21709,7340,2732,7734,7760,9264,7572,10743,16735,47300,15725,24380,9409,23691,2733,6576,7856,4177,22321,1994,121237,0,0,9472,15961,36274,18251,22883,6505,16775
Kekskrümel1307,49408,9405,9043,21403,23330,0,30970,0,65306,1923,888,926,94360,6090,9941,78743,9706,0,126285,2137,4799,127,14373,2672,4928,765,16075,48253,8296,7038,8412,11587,349,10080,31639,982,1080,728,2873,1539,5369,2207,18186,33556,10451,1074,53165,0,0,240,17197,10017,2208,3766,16672,20736,928,19220,1128,19010,165,888,11347,41631,0,190,4844,1249,42756,21751,1252,27244,16568,36595,27844,22571,2251,29736,10423,178,1720,9586,6151,21609,28037,4189,31101,13077,29237,0,13047,18140,28650,1431,26011,14325,16211,4488,9000,112,2555,4760,3741,59012,34028,1658,37095,28241,14419,1601,13484,2543,496,7434,7256,302,34627,3766,16873,40740,40083,8820,36841,13967,10836,116,111,18653,11382,45921,2471,12251,10829,2831,11484,75139,0,13263,1356,18827,45539,0,1588,1555,1567,30739,1013,3643,1425,2418
LittlHypeAlissen,174205,3586,0,49062,18932,1218,10547,190,13617,2267,11014,594,36529,24490,130955,39115,1434,111,66017,5429,23538,1454,1908,1942,3058,1156,132,1260,3998,1517,0,14236,9961,7689,27418,13426,23587,19795,38650,911,14864,8386,19841,41210,7622,27473,47746,18884,247,167,0,763,9399,0,2430,5220,2012,18801,1105,5134,846,0,359,172354,0,33753,761,19496,16730,64746,3488,56402,3772,5179,3258,23545,3503,27224,53998,1439,1402,2344,3751,67118,6149,107551,29101,13754,4064,0,614,9945,9207,16787,92003,2946,1321,457,1674,12409,2233,3392,1923,78839,23107,2546,149653,11489,15694,4492,9595,14343,4494,9897,29420,5412,9030,8104,26658,94609,26720,45911,943,290,11659,1252,24214,9481,4632,7531,2864,25993,40514,7644,57053,14471,7485,8806,3453,31809,6551,0,112757,2374,19032,5003,3832,5923,1861,1960
MotionOnLSD,912,10024,10163,1590,26385,2153,27110,0,28398,816,16211,10423,17758,17190,2490,33804,3077,7926,5351,1380,22185,15199,2244,9059,20524,11379,6373,64306,8972,3881,21062,1725,24453,12743,6543,6314,45533,14768,5781,97,11519,89,126,2218,30851,4077,120119,49635,23867,6176,4829,14213,10066,17014,6006,0,2555,13169,1732,0,5378,41776,292530,1721,0,1927,25922,131,16872,12539,1654,0,110482,14349,7983,10222,146,10360,4237,0,21073,5903,6663,7630,11295,0,786,7829,8995,134,4093,90,110,109,817,53950,18357,2795,40449,270,0,0,9306,1860,1876,1791,5098,10096,0,7037,7045,2080,0,13015,2563,0,6455,0,36798,21024,21106,2708,10033,28286,8470,2106,160,12195,32098,51061,4284,10040,9198,17432,7433,4371,6861,4097,8741,31340,88990,0,122,1140,8055,87398,15633,4511,6788,1534
